# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-11-01 18:25:10 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 04170500 HURON RIVER NEAR NEW HUDSON, MI
# -----------------------------------------------------------------------------------
#
# Data provided for site 04170500
#            TS   parameter     statistic     Description
#         71272       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd,site_no,datetime,71272_00060_00003,71272_00060_00003_cd
USGS,04170500,2001-08-23,91.0,A
USGS,04170500,2001-08-24,88.0,A
USGS,04170500,2001-08-25,82.0,A
USGS,04170500,2001-08-26,84.0,A
USGS,04170500,2001-08-27,83.0,A
USGS,04170500,2001-08-28,80.0,A
USGS,04170500,2001-08-29,74.0,A
USGS,04170500,2001-08-30,66.0,A
USGS,04170500,2001-08-31,64.0,A
USGS,04170500,2001-09-01,58.0,A
USGS,04170500,2001-09-02,53.0,A
USGS,04170500,2001-09-03,48.0,A
USGS,04170500,2001-09-04,48.0,A
USGS,04170500,2001-09-05,44.0,A
USGS,04170500,2001-09-06,43.0,A
USGS,04170500,2001-09-07,42.0,A
USGS,04170500,2001-09-08,43.0,A
USGS,04170500,2001-09-09,56.0,A
USGS,04170500,2001-09-10,66.0,A
USGS,04170500,2001-09-11,63.0,A
USGS,04170500,2001-09-12,57.0,A
USGS,04170500,2001-09-13,55.0,A
USGS,04170500,2001-09-14,51.0,A
USGS,04170500,2001-09-15,48.0,A
USGS,04170500,2001-09-16,46.0,A
USGS,04170500,2001-09-17,45.0,A
USGS,04170500,2001-09-18,48.0,A
USGS,04170500,2001-09-19,64.0,A
USGS,04170500,2001-09-20,77.0,A
USGS,04170500,2001-09-21,93.0,A
USGS,04170500,2001-09-22,99.0,A
USGS,04170500,2001-09-23,99.0,A
USGS,04170500,2001-09-24,106,A
USGS,04170500,2001-09-25,97.0,A
USGS,04170500,2001-09-26,102,A
USGS,04170500,2001-09-27,105,A
USGS,04170500,2001-09-28,104,A
USGS,04170500,2001-09-29,99.0,A
USGS,04170500,2001-09-30,93.0,A
USGS,04170500,2001-10-01,87.0,A
USGS,04170500,2001-10-02,82.0,A
USGS,04170500,2001-10-03,73.0,A
USGS,04170500,2001-10-04,73.0,A
USGS,04170500,2001-10-05,102,A
USGS,04170500,2001-10-06,125,A
USGS,04170500,2001-10-07,133,A
USGS,04170500,2001-10-08,131,A
USGS,04170500,2001-10-09,121,A
USGS,04170500,2001-10-10,114,A
USGS,04170500,2001-10-11,117,A
USGS,04170500,2001-10-12,136,A
USGS,04170500,2001-10-13,149,A
USGS,04170500,2001-10-14,169,A
USGS,04170500,2001-10-15,181,A
USGS,04170500,2001-10-16,235,A
USGS,04170500,2001-10-17,311,A
USGS,04170500,2001-10-18,341,A
USGS,04170500,2001-10-19,354,A
USGS,04170500,2001-10-20,338,A
USGS,04170500,2001-10-21,314,A
USGS,04170500,2001-10-22,293,A
USGS,04170500,2001-10-23,283,A
USGS,04170500,2001-10-24,277,A
USGS,04170500,2001-10-25,281,A
USGS,04170500,2001-10-26,295,A
USGS,04170500,2001-10-27,285,A:e
USGS,04170500,2001-10-28,269,A:e
USGS,04170500,2001-10-29,250,A:e
USGS,04170500,2001-10-30,298,A
USGS,04170500,2001-10-31,351,A
USGS,04170500,2001-11-01,321,A
USGS,04170500,2001-11-02,334,A
USGS,04170500,2001-11-03,313,A
USGS,04170500,2001-11-04,270,A
USGS,04170500,2001-11-05,317,A
USGS,04170500,2001-11-06,351,A
USGS,04170500,2001-11-07,304,A
USGS,04170500,2001-11-08,327,A
USGS,04170500,2001-11-09,301,A
USGS,04170500,2001-11-10,246,A
USGS,04170500,2001-11-11,219,A
USGS,04170500,2001-11-12,202,A
USGS,04170500,2001-11-13,193,A
USGS,04170500,2001-11-14,250,A
USGS,04170500,2001-11-15,268,A
USGS,04170500,2001-11-16,245,A
USGS,04170500,2001-11-17,225,A
USGS,04170500,2001-11-18,213,A
USGS,04170500,2001-11-19,206,A
USGS,04170500,2001-11-20,200,A
USGS,04170500,2001-11-21,244,A
USGS,04170500,2001-11-22,242,A
USGS,04170500,2001-11-23,209,A
USGS,04170500,2001-11-24,194,A
USGS,04170500,2001-11-25,191,A
USGS,04170500,2001-11-26,195,A
USGS,04170500,2001-11-27,191,A
USGS,04170500,2001-11-28,187,A
USGS,04170500,2001-11-29,194,A
USGS,04170500,2001-11-30,224,A
USGS,04170500,2001-12-01,246,A
USGS,04170500,2001-12-02,259,A
USGS,04170500,2001-12-03,256,A
USGS,04170500,2001-12-04,248,A
USGS,04170500,2001-12-05,235,A
USGS,04170500,2001-12-06,224,A
USGS,04170500,2001-12-07,218,A
USGS,04170500,2001-12-08,210,A
USGS,04170500,2001-12-09,203,A
USGS,04170500,2001-12-10,199,A
USGS,04170500,2001-12-11,195,A
USGS,04170500,2001-12-12,191,A
USGS,04170500,2001-12-13,193,A
USGS,04170500,2001-12-14,199,A
USGS,04170500,2001-12-15,202,A
USGS,04170500,2001-12-16,204,A
USGS,04170500,2001-12-17,212,A
USGS,04170500,2001-12-18,216,A
USGS,04170500,2001-12-19,217,A
USGS,04170500,2001-12-20,212,A
USGS,04170500,2001-12-21,206,A
USGS,04170500,2001-12-22,198,A
USGS,04170500,2001-12-23,192,A
USGS,04170500,2001-12-24,187,A
USGS,04170500,2001-12-25,185,A
USGS,04170500,2001-12-26,180,A
USGS,04170500,2001-12-27,174,A
USGS,04170500,2001-12-28,170,A
USGS,04170500,2001-12-29,164,A
USGS,04170500,2001-12-30,158,A
USGS,04170500,2001-12-31,154,A
USGS,04170500,2002-01-01,150,A
USGS,04170500,2002-01-02,146,A
USGS,04170500,2002-01-03,143,A
USGS,04170500,2002-01-04,140,A
USGS,04170500,2002-01-05,137,A:e
USGS,04170500,2002-01-06,137,A:e
USGS,04170500,2002-01-07,136,A:e
USGS,04170500,2002-01-08,135,A
USGS,04170500,2002-01-09,133,A
USGS,04170500,2002-01-10,134,A
USGS,04170500,2002-01-11,135,A
USGS,04170500,2002-01-12,135,A
USGS,04170500,2002-01-13,137,A
USGS,04170500,2002-01-14,137,A
USGS,04170500,2002-01-15,140,A
USGS,04170500,2002-01-16,141,A
USGS,04170500,2002-01-17,144,A
USGS,04170500,2002-01-18,142,A
USGS,04170500,2002-01-19,140,A
USGS,04170500,2002-01-20,135,A
USGS,04170500,2002-01-21,133,A
USGS,04170500,2002-01-22,132,A
USGS,04170500,2002-01-23,132,A
USGS,04170500,2002-01-24,136,A
USGS,04170500,2002-01-25,137,A
USGS,04170500,2002-01-26,136,A
USGS,04170500,2002-01-27,136,A
USGS,04170500,2002-01-28,136,A
USGS,04170500,2002-01-29,136,A
USGS,04170500,2002-01-30,137,A
USGS,04170500,2002-01-31,152,A
USGS,04170500,2002-02-01,155,A
USGS,04170500,2002-02-02,153,A
USGS,04170500,2002-02-03,152,A
USGS,04170500,2002-02-04,150,A
USGS,04170500,2002-02-05,146,A
USGS,04170500,2002-02-06,143,A
USGS,04170500,2002-02-07,142,A
USGS,04170500,2002-02-08,142,A
USGS,04170500,2002-02-09,142,A
USGS,04170500,2002-02-10,145,A
USGS,04170500,2002-02-11,147,A
USGS,04170500,2002-02-12,149,A
USGS,04170500,2002-02-13,149,A
USGS,04170500,2002-02-14,145,A
USGS,04170500,2002-02-15,142,A
USGS,04170500,2002-02-16,144,A
USGS,04170500,2002-02-17,148,A
USGS,04170500,2002-02-18,145,A
USGS,04170500,2002-02-19,144,A
USGS,04170500,2002-02-20,159,A
USGS,04170500,2002-02-21,188,A
USGS,04170500,2002-02-22,210,A
USGS,04170500,2002-02-23,212,A
USGS,04170500,2002-02-24,203,A
USGS,04170500,2002-02-25,195,A
USGS,04170500,2002-02-26,205,A
USGS,04170500,2002-02-27,205,A
USGS,04170500,2002-02-28,199,A
USGS,04170500,2002-03-01,192,A
USGS,04170500,2002-03-02,189,A
USGS,04170500,2002-03-03,200,A
USGS,04170500,2002-03-04,210,A
USGS,04170500,2002-03-05,213,A
USGS,04170500,2002-03-06,207,A
USGS,04170500,2002-03-07,202,A
USGS,04170500,2002-03-08,196,A
USGS,04170500,2002-03-09,196,A
USGS,04170500,2002-03-10,226,A
USGS,04170500,2002-03-11,241,A
USGS,04170500,2002-03-12,234,A
USGS,04170500,2002-03-13,226,A
USGS,04170500,2002-03-14,221,A
USGS,04170500,2002-03-15,205,A
USGS,04170500,2002-03-16,203,A
USGS,04170500,2002-03-17,194,A
USGS,04170500,2002-03-18,168,A
USGS,04170500,2002-03-19,166,A
USGS,04170500,2002-03-20,139,A
USGS,04170500,2002-03-21,134,A
USGS,04170500,2002-03-22,105,A
USGS,04170500,2002-03-23,107,A
USGS,04170500,2002-03-24,130,A
USGS,04170500,2002-03-25,95.0,A
USGS,04170500,2002-03-26,89.0,A
USGS,04170500,2002-03-27,101,A
USGS,04170500,2002-03-28,63.0,A
USGS,04170500,2002-03-29,53.0,A
USGS,04170500,2002-03-30,85.0,A
USGS,04170500,2002-03-31,107,A
USGS,04170500,2002-04-01,116,A
USGS,04170500,2002-04-02,127,A
USGS,04170500,2002-04-03,105,A
USGS,04170500,2002-04-04,106,A
USGS,04170500,2002-04-05,71.0,A
USGS,04170500,2002-04-06,60.0,A:e
USGS,04170500,2002-04-07,75.0,A:e
USGS,04170500,2002-04-08,100,A:e
USGS,04170500,2002-04-09,133,A
USGS,04170500,2002-04-10,92.0,A
USGS,04170500,2002-04-11,104,A
USGS,04170500,2002-04-12,86.0,A
USGS,04170500,2002-04-13,107,A
USGS,04170500,2002-04-14,131,A
USGS,04170500,2002-04-15,144,A
USGS,04170500,2002-04-16,149,A
USGS,04170500,2002-04-17,136,A
USGS,04170500,2002-04-18,137,A
USGS,04170500,2002-04-19,148,A
USGS,04170500,2002-04-20,147,A
USGS,04170500,2002-04-21,141,A
USGS,04170500,2002-04-22,131,A
USGS,04170500,2002-04-23,127,A
USGS,04170500,2002-04-24,118,A
USGS,04170500,2002-04-25,85.0,A
USGS,04170500,2002-04-26,121,A
USGS,04170500,2002-04-27,113,A
USGS,04170500,2002-04-28,113,A
USGS,04170500,2002-04-29,113,A
USGS,04170500,2002-04-30,111,A
USGS,04170500,2002-05-01,110,A
USGS,04170500,2002-05-02,119,A
USGS,04170500,2002-05-03,123,A
USGS,04170500,2002-05-04,121,A
USGS,04170500,2002-05-05,114,A
USGS,04170500,2002-05-06,111,A
USGS,04170500,2002-05-07,122,A
USGS,04170500,2002-05-08,116,A
USGS,04170500,2002-05-09,110,A
USGS,04170500,2002-05-10,104,A
USGS,04170500,2002-05-11,108,A
USGS,04170500,2002-05-12,125,A
USGS,04170500,2002-05-13,140,A
USGS,04170500,2002-05-14,145,A
USGS,04170500,2002-05-15,142,A
USGS,04170500,2002-05-16,142,A
USGS,04170500,2002-05-17,153,A
USGS,04170500,2002-05-18,147,A
USGS,04170500,2002-05-19,141,A
USGS,04170500,2002-05-20,134,A
USGS,04170500,2002-05-21,128,A
USGS,04170500,2002-05-22,119,A
USGS,04170500,2002-05-23,113,A
USGS,04170500,2002-05-24,118,A
USGS,04170500,2002-05-25,106,A
USGS,04170500,2002-05-26,100,A
USGS,04170500,2002-05-27,93.0,A
USGS,04170500,2002-05-28,85.0,A
USGS,04170500,2002-05-29,72.0,A
USGS,04170500,2002-05-30,68.0,A
USGS,04170500,2002-05-31,73.0,A
USGS,04170500,2002-06-01,74.0,A
USGS,04170500,2002-06-02,69.0,A
USGS,04170500,2002-06-03,66.0,A
USGS,04170500,2002-06-04,70.0,A
USGS,04170500,2002-06-05,75.0,A
USGS,04170500,2002-06-06,80.0,A
USGS,04170500,2002-06-07,77.0,A
USGS,04170500,2002-06-08,77.0,A
USGS,04170500,2002-06-09,84.0,A
USGS,04170500,2002-06-10,83.0,A
USGS,04170500,2002-06-11,78.0,A
USGS,04170500,2002-06-12,82.0,A
USGS,04170500,2002-06-13,80.0,A
USGS,04170500,2002-06-14,76.0,A
USGS,04170500,2002-06-15,78.0,A
USGS,04170500,2002-06-16,75.0,A
USGS,04170500,2002-06-17,74.0,A
USGS,04170500,2002-06-18,75.0,A
USGS,04170500,2002-06-19,66.0,A
USGS,04170500,2002-06-20,56.0,A
USGS,04170500,2002-06-21,53.0,A
USGS,04170500,2002-06-22,51.0,A
USGS,04170500,2002-06-23,48.0,A
USGS,04170500,2002-06-24,44.0,A
USGS,04170500,2002-06-25,40.0,A
USGS,04170500,2002-06-26,43.0,A
USGS,04170500,2002-06-27,47.0,A
USGS,04170500,2002-06-28,50.0,A
USGS,04170500,2002-06-29,50.0,A
USGS,04170500,2002-06-30,50.0,A
USGS,04170500,2002-07-01,52.0,A
USGS,04170500,2002-07-02,54.0,A
USGS,04170500,2002-07-03,52.0,A
USGS,04170500,2002-07-04,51.0,A
USGS,04170500,2002-07-05,42.0,A
USGS,04170500,2002-07-06,30.0,A
USGS,04170500,2002-07-07,26.0,A
USGS,04170500,2002-07-08,26.0,A
USGS,04170500,2002-07-09,35.0,A
USGS,04170500,2002-07-10,38.0,A
USGS,04170500,2002-07-11,31.0,A
USGS,04170500,2002-07-12,30.0,A
USGS,04170500,2002-07-13,31.0,A
USGS,04170500,2002-07-14,29.0,A
USGS,04170500,2002-07-15,28.0,A
USGS,04170500,2002-07-16,29.0,A
USGS,04170500,2002-07-17,30.0,A
USGS,04170500,2002-07-18,34.0,A
USGS,04170500,2002-07-19,38.0,A
USGS,04170500,2002-07-20,37.0,A
USGS,04170500,2002-07-21,38.0,A
USGS,04170500,2002-07-22,45.0,A
USGS,04170500,2002-07-23,57.0,A
USGS,04170500,2002-07-24,53.0,A
USGS,04170500,2002-07-25,50.0,A
USGS,04170500,2002-07-26,51.0,A
USGS,04170500,2002-07-27,57.0,A
USGS,04170500,2002-07-28,65.0,A
USGS,04170500,2002-07-29,69.0,A
USGS,04170500,2002-07-30,70.0,A
USGS,04170500,2002-07-31,64.0,A
USGS,04170500,2002-08-01,55.0,A
USGS,04170500,2002-08-02,52.0,A
USGS,04170500,2002-08-03,44.0,A
USGS,04170500,2002-08-04,39.0,A
USGS,04170500,2002-08-05,39.0,A
USGS,04170500,2002-08-06,33.0,A
USGS,04170500,2002-08-07,26.0,A
USGS,04170500,2002-08-08,23.0,A
USGS,04170500,2002-08-09,22.0,A
USGS,04170500,2002-08-10,20.0,A
USGS,04170500,2002-08-11,20.0,A
USGS,04170500,2002-08-12,18.0,A
USGS,04170500,2002-08-13,18.0,A
USGS,04170500,2002-08-14,25.0,A
USGS,04170500,2002-08-15,31.0,A
USGS,04170500,2002-08-16,37.0,A
USGS,04170500,2002-08-17,37.0,A
USGS,04170500,2002-08-18,36.0,A
USGS,04170500,2002-08-19,36.0,A
USGS,04170500,2002-08-20,34.0,A
USGS,04170500,2002-08-21,31.0,A
USGS,04170500,2002-08-22,31.0,A
USGS,04170500,2002-08-23,35.0,A
USGS,04170500,2002-08-24,41.0,A
USGS,04170500,2002-08-25,41.0,A
USGS,04170500,2002-08-26,39.0,A
USGS,04170500,2002-08-27,38.0,A
USGS,04170500,2002-08-28,34.0,A
USGS,04170500,2002-08-29,31.0,A
USGS,04170500,2002-08-30,31.0,A
USGS,04170500,2002-08-31,28.0,A
USGS,04170500,2002-09-01,26.0,A
USGS,04170500,2002-09-02,24.0,A
USGS,04170500,2002-09-03,24.0,A
USGS,04170500,2002-09-04,23.0,A
USGS,04170500,2002-09-05,24.0,A
USGS,04170500,2002-09-06,23.0,A
USGS,04170500,2002-09-07,24.0,A
USGS,04170500,2002-09-08,24.0,A
USGS,04170500,2002-09-09,23.0,A
USGS,04170500,2002-09-10,22.0,A
USGS,04170500,2002-09-11,20.0,A
USGS,04170500,2002-09-12,17.0,A
USGS,04170500,2002-09-13,17.0,A
USGS,04170500,2002-09-14,16.0,A
USGS,04170500,2002-09-15,18.0,A
USGS,04170500,2002-09-16,17.0,A
USGS,04170500,2002-09-17,17.0,A
USGS,04170500,2002-09-18,19.0,A
USGS,04170500,2002-09-19,21.0,A
USGS,04170500,2002-09-20,33.0,A
USGS,04170500,2002-09-21,48.0,A
USGS,04170500,2002-09-22,49.0,A
USGS,04170500,2002-09-23,44.0,A
USGS,04170500,2002-09-24,40.0,A
USGS,04170500,2002-09-25,38.0,A
USGS,04170500,2002-09-26,36.0,A
USGS,04170500,2002-09-27,40.0,A
USGS,04170500,2002-09-28,39.0,A
USGS,04170500,2002-09-29,37.0,A
USGS,04170500,2002-09-30,36.0,A
USGS,04170500,2002-10-01,36.0,A
USGS,04170500,2002-10-02,40.5,A
USGS,04170500,2002-10-03,42.9,A
USGS,04170500,2002-10-04,40.9,A
USGS,04170500,2002-10-05,46.7,A
USGS,04170500,2002-10-06,44.2,A
USGS,04170500,2002-10-07,42.7,A
USGS,04170500,2002-10-08,39.9,A
USGS,04170500,2002-10-09,38.7,A
USGS,04170500,2002-10-10,38.5,A
USGS,04170500,2002-10-11,38.0,A
USGS,04170500,2002-10-12,36.3,A
USGS,04170500,2002-10-13,36.4,A
USGS,04170500,2002-10-14,34.9,A
USGS,04170500,2002-10-15,35.7,A
USGS,04170500,2002-10-16,37.2,A
USGS,04170500,2002-10-17,36.1,A
USGS,04170500,2002-10-18,36.4,A
USGS,04170500,2002-10-19,41.3,A
USGS,04170500,2002-10-20,42.9,A
USGS,04170500,2002-10-21,44.3,A
USGS,04170500,2002-10-22,49.2,A
USGS,04170500,2002-10-23,52.0,A
USGS,04170500,2002-10-24,51.0,A
USGS,04170500,2002-10-25,52.2,A
USGS,04170500,2002-10-26,55.5,A
USGS,04170500,2002-10-27,56.3,A
USGS,04170500,2002-10-28,56.3,A
USGS,04170500,2002-10-29,55.3,A
USGS,04170500,2002-10-30,51.2,A
USGS,04170500,2002-10-31,98.4,A
USGS,04170500,2002-11-01,110,A
USGS,04170500,2002-11-02,81.5,A
USGS,04170500,2002-11-03,68.7,A
USGS,04170500,2002-11-04,119,A
USGS,04170500,2002-11-05,125,A
USGS,04170500,2002-11-06,161,A
USGS,04170500,2002-11-07,163,A
USGS,04170500,2002-11-08,100,A
USGS,04170500,2002-11-09,73.8,A
USGS,04170500,2002-11-10,80.9,A
USGS,04170500,2002-11-11,160,A
USGS,04170500,2002-11-12,154,A
USGS,04170500,2002-11-13,142,A
USGS,04170500,2002-11-14,126,A
USGS,04170500,2002-11-15,109,A
USGS,04170500,2002-11-16,90.3,A
USGS,04170500,2002-11-17,74.3,A
USGS,04170500,2002-11-18,135,A
USGS,04170500,2002-11-19,137,A
USGS,04170500,2002-11-20,152,A
USGS,04170500,2002-11-21,153,A
USGS,04170500,2002-11-22,163,A
USGS,04170500,2002-11-23,146,A
USGS,04170500,2002-11-24,121,A
USGS,04170500,2002-11-25,106,A
USGS,04170500,2002-11-26,116,A
USGS,04170500,2002-11-27,107,A
USGS,04170500,2002-11-28,89.8,A
USGS,04170500,2002-11-29,80.5,A
USGS,04170500,2002-11-30,80.8,A
USGS,04170500,2002-12-01,74.6,A
USGS,04170500,2002-12-02,75.9,A
USGS,04170500,2002-12-03,73.5,A
USGS,04170500,2002-12-04,71.0,A
USGS,04170500,2002-12-05,68.8,A
USGS,04170500,2002-12-06,68.2,A
USGS,04170500,2002-12-07,66.7,A
USGS,04170500,2002-12-08,67.0,A
USGS,04170500,2002-12-09,65.0,A
USGS,04170500,2002-12-10,63.7,A
USGS,04170500,2002-12-11,63.6,A
USGS,04170500,2002-12-12,63.6,A
USGS,04170500,2002-12-13,63.7,A
USGS,04170500,2002-12-14,64.4,A
USGS,04170500,2002-12-15,65.0,A
USGS,04170500,2002-12-16,65.1,A
USGS,04170500,2002-12-17,64.7,A
USGS,04170500,2002-12-18,66.1,A
USGS,04170500,2002-12-19,74.9,A
USGS,04170500,2002-12-20,89.6,A
USGS,04170500,2002-12-21,95.9,A
USGS,04170500,2002-12-22,92.0,A
USGS,04170500,2002-12-23,86.0,A
USGS,04170500,2002-12-24,83.1,A
USGS,04170500,2002-12-25,83.5,A
USGS,04170500,2002-12-26,80.7,A
USGS,04170500,2002-12-27,77.9,A
USGS,04170500,2002-12-28,76.0,A:e
USGS,04170500,2002-12-29,78.0,A:e
USGS,04170500,2002-12-30,81.0,A:e
USGS,04170500,2002-12-31,83.0,A:e
USGS,04170500,2003-01-01,83.9,A
USGS,04170500,2003-01-02,81.8,A
USGS,04170500,2003-01-03,79.5,A
USGS,04170500,2003-01-04,77.7,A
USGS,04170500,2003-01-05,76.2,A
USGS,04170500,2003-01-06,76.1,A
USGS,04170500,2003-01-07,72.8,A
USGS,04170500,2003-01-08,72.3,A
USGS,04170500,2003-01-09,73.0,A
USGS,04170500,2003-01-10,73.7,A
USGS,04170500,2003-01-11,72.1,A
USGS,04170500,2003-01-12,70.9,A
USGS,04170500,2003-01-13,68.2,A
USGS,04170500,2003-01-14,66.3,A
USGS,04170500,2003-01-15,64.2,A
USGS,04170500,2003-01-16,62.1,A
USGS,04170500,2003-01-17,62.1,A
USGS,04170500,2003-01-18,60.8,A
USGS,04170500,2003-01-19,60.8,A
USGS,04170500,2003-01-20,61.9,A
USGS,04170500,2003-01-21,60.0,A
USGS,04170500,2003-01-22,56.6,A
USGS,04170500,2003-01-23,53.9,A
USGS,04170500,2003-01-24,54.0,A
USGS,04170500,2003-01-25,54.5,A
USGS,04170500,2003-01-26,54.7,A
USGS,04170500,2003-01-27,53.7,A
USGS,04170500,2003-01-28,53.5,A
USGS,04170500,2003-01-29,55.2,A
USGS,04170500,2003-01-30,54.2,A
USGS,04170500,2003-01-31,54.3,A
USGS,04170500,2003-02-01,55.2,A
USGS,04170500,2003-02-02,56.3,A
USGS,04170500,2003-02-03,59.5,A
USGS,04170500,2003-02-04,73.6,A
USGS,04170500,2003-02-05,75.7,A
USGS,04170500,2003-02-06,73.9,A
USGS,04170500,2003-02-07,71.9,A
USGS,04170500,2003-02-08,69.8,A
USGS,04170500,2003-02-09,67.4,A
USGS,04170500,2003-02-10,65.2,A
USGS,04170500,2003-02-11,62.2,A
USGS,04170500,2003-02-12,61.9,A
USGS,04170500,2003-02-13,60.8,A
USGS,04170500,2003-02-14,59.4,A
USGS,04170500,2003-02-15,58.9,A
USGS,04170500,2003-02-16,56.6,A
USGS,04170500,2003-02-17,56.2,A
USGS,04170500,2003-02-18,55.8,A
USGS,04170500,2003-02-19,54.9,A
USGS,04170500,2003-02-20,54.8,A
USGS,04170500,2003-02-21,56.9,A
USGS,04170500,2003-02-22,59.6,A
USGS,04170500,2003-02-23,62.9,A
USGS,04170500,2003-02-24,62.1,A
USGS,04170500,2003-02-25,62.1,A
USGS,04170500,2003-02-26,62.1,A
USGS,04170500,2003-02-27,60.6,A
USGS,04170500,2003-02-28,60.6,A
USGS,04170500,2003-03-01,61.5,A
USGS,04170500,2003-03-02,63.1,A
USGS,04170500,2003-03-03,63.5,A
USGS,04170500,2003-03-04,64.4,A
USGS,04170500,2003-03-05,71.4,A
USGS,04170500,2003-03-06,71.4,A
USGS,04170500,2003-03-07,71.4,A
USGS,04170500,2003-03-08,74.0,A
USGS,04170500,2003-03-09,77.7,A
USGS,04170500,2003-03-10,77.7,A
USGS,04170500,2003-03-11,75.6,A
USGS,04170500,2003-03-12,74.1,A
USGS,04170500,2003-03-13,79.0,A
USGS,04170500,2003-03-14,78.4,A
USGS,04170500,2003-03-15,79.2,A
USGS,04170500,2003-03-16,97.0,A
USGS,04170500,2003-03-17,127,A
USGS,04170500,2003-03-18,143,A
USGS,04170500,2003-03-19,144,A
USGS,04170500,2003-03-20,141,A
USGS,04170500,2003-03-21,155,A
USGS,04170500,2003-03-22,159,A
USGS,04170500,2003-03-23,149,A
USGS,04170500,2003-03-24,138,A
USGS,04170500,2003-03-25,132,A
USGS,04170500,2003-03-26,92.5,A
USGS,04170500,2003-03-27,79.8,A
USGS,04170500,2003-03-28,66.1,A
USGS,04170500,2003-03-29,84.5,A
USGS,04170500,2003-03-30,115,A
USGS,04170500,2003-03-31,120,A
USGS,04170500,2003-04-01,115,A
USGS,04170500,2003-04-02,89.0,A
USGS,04170500,2003-04-03,78.3,A
USGS,04170500,2003-04-04,130,A
USGS,04170500,2003-04-05,188,A
USGS,04170500,2003-04-06,216,A
USGS,04170500,2003-04-07,111,A
USGS,04170500,2003-04-08,70.7,A
USGS,04170500,2003-04-09,53.8,A
USGS,04170500,2003-04-10,57.3,A
USGS,04170500,2003-04-11,91.8,A
USGS,04170500,2003-04-12,120,A
USGS,04170500,2003-04-13,129,A
USGS,04170500,2003-04-14,92.7,A
USGS,04170500,2003-04-15,88.2,A
USGS,04170500,2003-04-16,68.7,A
USGS,04170500,2003-04-17,51.4,A
USGS,04170500,2003-04-18,64.6,A
USGS,04170500,2003-04-19,74.8,A
USGS,04170500,2003-04-20,81.4,A
USGS,04170500,2003-04-21,88.3,A
USGS,04170500,2003-04-22,88.2,A
USGS,04170500,2003-04-23,85.2,A
USGS,04170500,2003-04-24,80.7,A
USGS,04170500,2003-04-25,56.6,A
USGS,04170500,2003-04-26,53.2,A
USGS,04170500,2003-04-27,54.6,A
USGS,04170500,2003-04-28,58.2,A
USGS,04170500,2003-04-29,63.9,A
USGS,04170500,2003-04-30,64.8,A
USGS,04170500,2003-05-01,79.0,A
USGS,04170500,2003-05-02,93.5,A
USGS,04170500,2003-05-03,96.3,A
USGS,04170500,2003-05-04,91.8,A
USGS,04170500,2003-05-05,93.9,A
USGS,04170500,2003-05-06,97.1,A
USGS,04170500,2003-05-07,99.2,A
USGS,04170500,2003-05-08,97.7,A
USGS,04170500,2003-05-09,101,A
USGS,04170500,2003-05-10,100,A
USGS,04170500,2003-05-11,96.4,A
USGS,04170500,2003-05-12,108,A
USGS,04170500,2003-05-13,111,A
USGS,04170500,2003-05-14,109,A
USGS,04170500,2003-05-15,109,A
USGS,04170500,2003-05-16,111,A
USGS,04170500,2003-05-17,107,A
USGS,04170500,2003-05-18,102,A
USGS,04170500,2003-05-19,100,A
USGS,04170500,2003-05-20,91.8,A
USGS,04170500,2003-05-21,92.0,A
USGS,04170500,2003-05-22,86.0,A
USGS,04170500,2003-05-23,78.0,A
USGS,04170500,2003-05-24,75.8,A
USGS,04170500,2003-05-25,74.4,A
USGS,04170500,2003-05-26,70.2,A
USGS,04170500,2003-05-27,67.2,A
USGS,04170500,2003-05-28,65.0,A
USGS,04170500,2003-05-29,61.0,A
USGS,04170500,2003-05-30,56.1,A
USGS,04170500,2003-05-31,72.5,A
USGS,04170500,2003-06-01,72.1,A
USGS,04170500,2003-06-02,71.6,A
USGS,04170500,2003-06-03,72.8,A
USGS,04170500,2003-06-04,70.4,A
USGS,04170500,2003-06-05,73.8,A
USGS,04170500,2003-06-06,74.6,A
USGS,04170500,2003-06-07,77.1,A
USGS,04170500,2003-06-08,81.5,A
USGS,04170500,2003-06-09,85.3,A
USGS,04170500,2003-06-10,87.4,A
USGS,04170500,2003-06-11,92.5,A
USGS,04170500,2003-06-12,102,A
USGS,04170500,2003-06-13,109,A
USGS,04170500,2003-06-14,112,A
USGS,04170500,2003-06-15,109,A
USGS,04170500,2003-06-16,101,A
USGS,04170500,2003-06-17,97.0,A
USGS,04170500,2003-06-18,103,A
USGS,04170500,2003-06-19,151,A
USGS,04170500,2003-06-20,158,A
